MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice
60,RL,15.50745492,9.315787566,Pave,None,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,3.868729739,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,21.07787534,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,82.48664423,486.9043701,GasA,TA,Y,SBrkr,6.90935255,1190.459806,0,10.51575545,0,0,2,1.070980668,3,0.717364158,TA,2.438139807,Typ,0.925291399,TA,Attchd,1976,RFn,2,550,TA,TA,Y,0,16.81928748,18.44852364,0,0,0,None,None,None,0,11,2007,WD,Normal,3952,47.37469435,13.45763154,2.5,66.42559612,0,1,1,1,1,12.19552218
60,RL,12.21774026,10.60820281,Pave,None,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,3.868729739,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,30.63669659,Gd,TA,PConc,Gd,Gd,No,GLQ,313.1685486,Rec,8.592048284,21.78404062,940.3277105,GasA,Ex,Y,SBrkr,7.283744375,1140.709257,0,10.95932795,0.994480501,0,2,1.070980668,4,0.717364158,Gd,2.600189118,Typ,0.925291399,TA,Attchd,1994,RFn,3,711,TA,TA,Y,89.32984497,13.70415668,0,0,0,0,None,None,None,0,7,2009,WD,Normal,3999,55.36543462,15.65111669,3.5,91.07987375,0,1,1,1,1,12.90420986
20,RL,19.31620666,9.404409857,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,2.072689808,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,20.34801281,TA,TA,CBlock,Fa,Fa,No,Unf,0,Unf,0,115.1522386,814.447663,GasA,Gd,Y,SBrkr,7.099681512,0,0,9.908893054,0.994480501,0,1,0,2,0.717364158,TA,2.054106925,Maj2,1.756857061,TA,Attchd,1968,RFn,2,576,TA,TA,Y,0,0,18.06885271,0,0,0,None,None,None,0,7,2009,WD,Normal,3936,47.75102602,12.53037561,2,50.4949965,0,0,1,1,1,11.60824474
85,RL,16.53628583,9.10800578,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,3.040151717,1972,1972,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,232.4045927,Rec,8.592048284,12.80893377,677.4469493,GasA,TA,Y,SBrkr,6.941650585,0,0,9.612187881,0.994480501,0,2,0,3,0.717364158,TA,2.257835071,Typ,0,None,Detchd,1974,RFn,2,588,TA,TA,Y,0,0,15.96641955,0,0,0,None,MnPrv,None,0,4,2008,WD,Normal,3944,44.46564605,13.93706283,3,41.79200042,0,0,1,1,0,11.83138647
20,RL,11.81683646,9.826584513,Pave,None,IR2,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,3.040151717,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Mn,GLQ,374.4079932,Unf,0,51.11351535,1174.145139,GasA,Ex,Y,SBrkr,7.493086783,0,0,10.66643523,0.994480501,0,1,1.070980668,1,0.717364158,Ex,2.600189118,Typ,0.925291399,Ex,Attchd,2005,Fin,3,1134,TA,TA,Y,46.13592413,25.88259555,0,0,0,0,None,None,None,0,1,2006,New,Partial,4011,55.87073953,15.51185045,2.5,77.11797233,0,0,1,1,1,12.95512982
60,RL,18.06885911,9.21707257,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,3.040151717,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.924350543,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,115.8357828,821.9323162,GasA,Ex,Y,SBrkr,7.141554977,698.6553571,0,10.51672053,0,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0.925291399,TA,Attchd,2000,RFn,2,504,TA,TA,Y,45.48808248,17.63496651,0,0,0,0,None,None,None,0,11,2006,WD,Normal,4000,51.26399419,13.45912002,2.5,59.95854043,0,1,1,1,1,12.34801048
60,RL,14.74809688,9.705089511,Pave,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,3.040151717,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,14.97408439,TA,Gd,CBlock,Gd,TA,No,LwQ,68.69536676,Rec,12.59298865,25.15498455,613.4772583,GasA,TA,Y,SBrkr,7.148796367,1387.550456,0,10.90573356,0,0,2,1.070980668,3,0.717364158,TA,2.438139807,Sev,0.925291399,Po,CarPort,1965,Unf,2,596,TA,TA,Y,0,25.78685211,0,0,0,0,None,None,None,0,8,2007,WD,Abnorml,3944,51.61310814,15.04508611,2.5,53.88378847,0,1,1,1,1,11.76757544
20,RL,13.83381613,8.903818654,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,3.040151717,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.09726273,TA,TA,PConc,Gd,TA,No,GLQ,273.2774368,Unf,0,43.26946132,823.0010255,GasA,Ex,Y,SBrkr,7.279749701,0,0,10.25224595,0.994480501,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Fa,Attchd,1994,RFn,2,575,TA,TA,Y,51.16163153,9.995005412,0,0,0,0,None,None,None,0,10,2008,WD,Normal,3992,49.70859757,14.5685863,3,54.01688799,0,0,1,1,1,12.17303796
20,RL,14.52446121,9.447733307,Pave,None,Reg,Bnk,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,3.467927534,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,245.3822613,Unf,0,36.0754093,704.6080323,GasA,Gd,Y,SBrkr,7.130254759,0,0,9.966791689,0.994480501,0,1,1.070980668,3,0.717364158,TA,2.257835071,Min2,0.925291399,TA,Detchd,1999,Unf,2,576,TA,TA,Y,62.74889768,0,0,0,0,0,None,None,None,0,11,2006,WD,Normal,3943,46.66957199,14.11831612,2.5,58.9491246,0,0,1,1,1,12.03172521
30,RL,15.50745492,9.251886987,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,3.040151717,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,76.58631894,434.4103816,GasA,Ex,Y,SBrkr,6.940835896,0,0,9.610669377,0,0,1,0,2,0.717364158,Fa,2.054106925,Typ,0.925291399,Gd,Detchd,1922,Unf,1,252,TA,Fa,Y,0,0,10.26011082,0,0,0,None,None,None,0,7,2006,WD,Normal,3872,40.9561391,12.08112543,1,21.63034058,0,0,1,1,1,11.83138647
60,RL,13.71563562,8.96312452,Pave,None,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,3.040151717,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,70.38401995,Unf,0,65.96794669,455.928078,GasA,Ex,Y,SBrkr,6.488999926,1102.290942,0,10.01564135,0.994480501,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0,None,Attchd,2005,Fin,2,540,TA,TA,Y,29.69086472,9.046381781,0,0,0,0,None,None,None,0,2,2009,WD,Normal,4010,43.66726215,13.03599299,3.5,34.55446538,0,1,1,1,0,12.06393864
70,RH,12.47860071,8.70476341,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,3.467927534,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,157.1879909,Unf,0,26.52909356,418.4908747,GasA,TA,N,SBrkr,6.433910708,997.1056516,0,9.87863459,0.994480501,0,2,0,3,0.717364158,TA,2.257835071,Typ,0,None,Detchd,1930,Unf,1,300,TA,TA,Y,38.54490825,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,3875,42.29795351,13.43522453,3,36.55957596,0,1,1,1,0,11.54830226
20,RL,14.18297346,9.221949114,Pave,None,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,3.467927534,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,202.3146585,Unf,0,58.12073745,715.4446122,GasA,TA,Y,SBrkr,6.963389136,0,0,9.652748332,0.994480501,0,1,1.070980668,3,0.717364158,TA,2.257835071,Typ,0.925291399,TA,Attchd,1977,RFn,2,546,TA,TA,Y,47.09903126,9.995005412,0,0,0,0,None,None,None,0,6,2006,WD,Normal,3954,45.18316558,13.51666167,2.5,50.4949965,0,0,1,1,1,12.01370681
20,RL,18.43333933,9.465958493,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3.868729739,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,14.51923941,TA,TA,PConc,TA,TA,No,GLQ,282.0122487,Unf,0,45.27066966,859.7925472,GasA,Ex,Y,SBrkr,7.367127443,0,0,10.42090915,0.994480501,0,2,0,3,0.717364158,Gd,2.438139807,Typ,1.756857061,TA,Attchd,1957,Fin,2,416,TA,TA,Y,0,14.702297,0,0,20.32213851,0,None,None,None,0,6,2007,WD,Normal,3961,51.10891194,14.78599739,3,56.7717783,0,0,1,1,1,12.45877888
20,RL,15.50745492,9.02532086,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.467927534,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,226.9941895,Unf,0,40.69980131,676.3583902,GasA,TA,Y,SBrkr,6.904285484,0,0,9.542659047,0.994480501,0,1,0,3,0.717364158,TA,2.054106925,Typ,0.925291399,Gd,Attchd,1965,RFn,1,384,TA,TA,Y,78.55474507,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,3930,44.111157,13.59331329,2,73.46308269,0,0,1,1,1,11.84940484
160,RL,7.829827593,7.663122691,Pave,None,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,3.467927534,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,101.5009886,Unf,0,65.89562727,521.6018696,GasA,TA,Y,SBrkr,6.630771303,861.1544617,0,9.971857477,0,0,2,1.070980668,3,0.717364158,TA,2.438139807,Typ,0.925291399,TA,Attchd,1978,Unf,2,440,TA,TA,Y,12.28470809,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,3956,44.29274505,13.17340616,2.5,11.89115651,0,1,1,1,1,11.90834697
70,RM,13.23336675,9.066928516,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1.505180901,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,99.90051518,654.0059888,GasW,Fa,N,SBrkr,6.868923851,1008.228149,0,10.3540776,0.994480501,0,2,0,4,1.160275588,TA,2.600189118,Min2,0,None,2Types,1920,Unf,3,779,Fa,Fa,N,0,0,11.7463046,0,0,0,None,None,None,0,5,2006,WD,Normal,3850,48.31321967,13.20888938,3,26.37636646,0,1,1,1,0,11.37367489
30,RL,12.21774026,9.006219027,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4.247350355,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,80.93022601,472.8480327,GasA,Ex,Y,SBrkr,6.557043497,0,0,8.907740164,0,0,1,0,2,0.717364158,Gd,2.054106925,Typ,0,None,Detchd,1924,Unf,1,240,Fa,Fa,N,64.39030155,0,13.36470447,0,0,0,None,None,None,0,5,2009,WD,Normal,3930,38.05604997,11.0390862,1,74.58106644,0,0,1,1,0,11.60368896
20,RL,15.50745492,9.272227055,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,3.040151717,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,28.89997319,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,144.5637432,1158.117839,GasA,Ex,Y,SBrkr,7.469470774,0,0,10.62018549,0,0,2,1.070980668,3,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2008,Fin,3,834,TA,TA,Y,65.20291065,14.25755075,0,0,0,0,None,None,None,0,7,2009,New,Partial,4016,55.44406702,13.61895434,2.5,70.96965822,0,0,1,1,1,12.827995
20,RL,14.52446121,9.101442433,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.040151717,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,10.69355186,TA,TA,CBlock,TA,TA,No,Rec,214.2729912,Unf,0,31.60836927,595.3227334,GasA,TA,Y,SBrkr,6.769974912,0,0,9.294686256,0.994480501,0,1,0,3,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1963,Unf,2,572,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2007,WD,Normal,3922,41.76456553,13.27401968,2,0,0,0,1,1,0,11.76369197
120,RL,11.95180284,8.890121709,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,3.040151717,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,155.4422495,BLQ,7.584899974,42.39209566,559.4085614,GasA,TA,Y,SBrkr,6.704463448,0,0,9.174834422,0,0,2,0,2,0.717364158,TA,2.054106925,Typ,0.925291399,TA,Attchd,1980,RFn,1,264,TA,TA,Y,25.49862907,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,3960,40.6635832,12.89080768,2,24.37351261,0,0,1,1,1,11.8706069
50,RH,12.60721444,8.325574933,Pave,Pave,IR2,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,3.040151717,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Rec,67.27820019,Unf,0,70.6254055,486.9043701,GasA,Ex,Y,SBrkr,6.622853656,997.1056516,0,10.06935301,0,0,1,0,3,0.717364158,TA,2.257835071,Typ,0,None,Detchd,1968,Unf,1,281,TA,TA,Y,0,0,9.435494123,0,0,0,None,None,None,0,7,2009,WD,Abnorml,3932,44.42064619,13.09131575,1,19.15720779,0,1,1,1,0,11.97939159
120,RL,15.50745492,7.89069439,Pave,None,Reg,HLS,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,3.040151717,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,248.2155664,Unf,0,44.98854637,760.2539508,GasA,Ex,Y,SBrkr,7.027281304,0,0,9.772428168,0.994480501,0,1,0,2,0.717364158,Gd,2.257835071,Typ,0.925291399,Gd,Attchd,1996,Unf,2,431,TA,TA,Y,63.16131568,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,3993,46.37003228,13.95382386,2,59.32876296,0,0,1,1,1,12.06105265
20,RL,16.53628583,9.221775371,Pave,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,3.040151717,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,20.30406108,Gd,TA,PConc,Gd,TA,Av,GLQ,258.7045925,Unf,0,67.54525903,938.744681,GasA,Ex,Y,SBrkr,7.27343842,0,0,10.24011564,0.994480501,0,2,0,3,0.717364158,Gd,2.438139807,Typ,0.925291399,TA,Attchd,2002,Fin,3,702,TA,TA,Y,56.09069779,10.37567716,0,0,0,0,None,None,None,0,7,2007,WD,Normal,4004,50.97708782,14.47020884,3,58.6952831,0,0,1,1,1,12.56024797
60,RL,12.98617231,9.611891474,Pave,None,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,3.040151717,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.674096009,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,105.2088518,708.4026143,GasA,Gd,Y,SBrkr,6.952984026,952.6986468,0,10.42090915,0,0,2,1.070980668,4,0.717364158,TA,2.438139807,Typ,0,None,Attchd,1998,Fin,2,486,TA,TA,Y,0,14.16686678,0,0,0,0,None,None,None,0,6,2010,WD,Normal,3996,49.37522874,13.31156012,2.5,24.57766651,0,1,1,1,0,12.30592251
160,RL,13.41605764,8.440806972,Pave,None,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,3.040151717,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,214.4704864,LwQ,8.620009462,33.83477128,705.6923952,GasA,Gd,Y,SBrkr,6.948951753,1363.211922,0,10.6601487,0.994480501,0,2,0,3,0.717364158,Gd,2.257835071,Min1,0.925291399,TA,Attchd,1984,Fin,2,577,TA,TA,Y,50.39356057,0,0,0,0,0,None,None,None,0,9,2007,WD,Normal,3968,50.89291012,14.8612437,3,47.54904332,0,1,1,1,1,12.24289144
60,FV,15.92636595,9.126860464,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,3.467927534,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,87.39439992,532.1908022,GasA,Ex,Y,SBrkr,6.651938273,1342.141787,0,10.34044237,0,0,3,0,3,0.717364158,Gd,2.438139807,Typ,0,None,Attchd,2007,Fin,2,578,TA,TA,Y,38.01224071,16.19879406,0,0,0,0,None,None,None,0,8,2007,New,Partial,4014,46.73878771,13.18796806,3,51.72895655,0,1,1,1,0,12.3365569
160,FV,14.8035219,8.449088325,Pave,None,IR2,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,3.040151717,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,82.94452152,Unf,0,47.21271796,348.9996722,GasA,Ex,Y,SBrkr,6.20724128,806.2187381,0,9.488431272,0,0,2,1.070980668,2,0.717364158,Gd,1.819118684,Typ,0,None,Detchd,2004,Unf,2,480,TA,TA,Y,0,12.1020793,0,0,0,0,None,None,None,0,3,2007,WD,Normal,4008,38.93481174,12.42797284,2.5,20.07494013,0,1,1,1,0,11.91036512
20,RL,13.23336675,8.899475861,Pave,None,Reg,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,3.467927534,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Gd,TA,PConc,Gd,TA,Av,GLQ,237.2018307,Unf,0,60.6868482,828.8765879,GasA,Ex,Y,SBrkr,7.11814248,0,0,9.943834462,0.994480501,0,2,0,2,0.717364158,Gd,2.438139807,Typ,0.925291399,Gd,Attchd,2007,RFn,2,567,TA,TA,Y,37.29603491,0,0,0,0,0,None,None,None,0,10,2007,New,Partial,4014,48.10941807,14.04269633,3,35.39738956,0,0,1,1,1,12.87901967
120,RL,13.35541197,8.835523282,Pave,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,3.040151717,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,22.01787514,Gd,TA,PConc,Gd,TA,Av,ALQ,11.95669485,Unf,0,112.6872927,798.3871226,GasA,Ex,Y,SBrkr,7.078742591,0,0,9.86933297,0,0,2,0,2,0.717364158,Gd,2.257835071,Typ,0.925291399,Gd,Attchd,2005,RFn,2,460,TA,TA,Y,46.13592413,7.991013226,0,0,0,0,None,None,None,0,6,2007,WD,Normal,4011,47.34762762,12.51055375,2,47.69156723,0,0,1,1,1,12.17922033
120,RM,14.41145359,8.309336837,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,3.040151717,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.98021717,Gd,TA,PConc,Gd,TA,Gd,GLQ,188.0735685,Unf,0,30.39287464,517.6955833,GasA,Ex,Y,SBrkr,6.622853656,0,0,9.026530469,0.994480501,0,1,0,1,0.717364158,Gd,1.540081208,Typ,0.925291399,TA,Attchd,2004,RFn,2,420,TA,TA,Y,38.89794178,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,4008,39.33058251,12.8193335,2,36.88795824,0,0,1,1,1,11.85652226
60,RL,17.88400909,9.855975326,Pave,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,3.467927534,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,43.68156001,Ex,TA,PConc,Ex,TA,Gd,GLQ,329.500566,Unf,0,94.04801605,1362.402216,GasA,Ex,Y,SBrkr,7.63989971,2986.208391,0,12.06520284,0,0.682665815,3,1.070980668,4,0.717364158,Ex,2.882922152,Typ,1.756857061,Ex,Attchd,1994,Fin,3,832,TA,TA,Y,73.06159447,10.98123813,0,0,0,0,None,None,None,0,1,2007,WD,Normal,3989,67.25922605,16.8595763,4,74.13499307,0,1,1,1,1,13.53447435
60,RL,10.83070244,10.04642549,Pave,None,IR1,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,3.040151717,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,23.43256944,Gd,TA,PConc,Gd,TA,Gd,GLQ,241.0176071,Unf,0,40.80067639,716.5274139,GasA,Ex,Y,SBrkr,6.986977855,1989.313224,0,11.0138492,0.994480501,0,2,1.070980668,4,0.717364158,Gd,2.747580062,Typ,1.756857061,Gd,Attchd,1989,RFn,2,628,TA,TA,Y,64.9326269,7.829338084,0,0,0,0,None,None,None,0,4,2006,WD,Normal,3979,53.48741379,15.22360892,3.5,64.2697028,0,1,1,1,1,12.7218888
30,RL,13.23336675,8.50408436,Pave,None,Reg,Lvl,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,3.467927534,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,98.70596179,641.9823533,GasA,Ex,Y,SBrkr,6.849396966,0,0,9.440952435,0,0,1,0,2,0.717364158,TA,1.819118684,Typ,0,None,Detchd,1968,Unf,1,326,TA,TA,Y,0,0,12.9603404,0,0,0,None,None,None,0,12,2006,WD,Abnorml,3889,43.13738336,11.82735909,1,30.52219908,0,0,1,1,0,11.59433032
50,RM,12.08542448,8.626587697,Pave,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,3.467927534,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,90.50346739,561.6248242,GasA,TA,Y,SBrkr,6.844001632,683.1534208,0,10.0921072,0,0,1,1.070980668,3,0.717364158,TA,2.054106925,Typ,0,None,Detchd,1995,Unf,2,576,TA,TA,Y,32.06723029,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD,Normal,3886,45.54593206,12.80847552,1.5,30.52219908,0,1,1,1,0,11.86006206
20,RL,12.47860071,9.422324726,Pave,None,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,3.467927534,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,12.01678218,TA,TA,CBlock,Gd,Gd,No,GLQ,243.8669283,LwQ,5.278552572,22.39430368,663.2826786,GasA,Gd,Y,SBrkr,6.905131859,0,0,9.544231351,0.994480501,0,2,0,2,0.717364158,Gd,2.054106925,Typ,0.925291399,TA,Attchd,1987,Unf,2,551,TA,TA,Y,34.54486918,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,3974,43.9359954,13.77292061,3,32.8342269,0,0,1,1,1,12.07824496
30,RM,11.95180284,8.607208227,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,3.868729739,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,171.1551929,Unf,0,0,386.4770291,GasA,Gd,Y,SBrkr,6.314802298,0,0,8.476575942,0,0,1,0,2,0.717364158,TA,1.819118684,Typ,0,None,Detchd,1921,Unf,1,205,TA,TA,Y,0,0,13.8000577,0,0,0,None,None,None,0,6,2006,WD,Normal,3871,34.66194246,12.19737585,1,33.5280332,0,0,1,1,0,11.39640288
20,RL,12.86097009,8.673417454,Pave,None,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3.868729739,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Ex,Gd,Mn,LwQ,75.1018442,ALQ,11.72992668,38.11934684,590.9138105,GasA,Fa,Y,FuseA,6.914392944,0,0,9.56144354,0,0.682665815,1,0,2,0.717364158,TA,2.257835071,Typ,0,None,Detchd,1952,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2006,WD,Normal,3904,42.99535192,13.41869689,1.5,0,0,0,1,1,0,11.72400453
20,RL,13.83381613,8.942173428,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4.247350355,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,157.6234694,BLQ,7.545274961,38.64483893,543.315602,GasA,Ex,Y,SBrkr,6.673725789,0,0,9.118847196,0.994480501,0,1,0,3,0.717364158,TA,2.054106925,Typ,0.925291399,Gd,Detchd,1973,Unf,1,336,TA,TA,Y,77.32423694,19.02348205,0,0,0,0,None,MnPrv,None,0,4,2010,WD,Normal,3974,40.15656478,12.85347961,2,87.75744681,0,0,1,1,1,11.83863282
120,FV,13.11029551,8.276943324,Pave,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,3.040151717,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,9.990510192,Unf,0,114.3183591,813.9127968,GasA,Ex,Y,SBrkr,7.098990882,0,0,9.907587032,0,0,2,0,2,0.717364158,Gd,2.054106925,Typ,0,None,Attchd,2004,RFn,2,530,TA,TA,Y,40.12092726,19.93428484,0,0,0,0,None,None,None,0,7,2008,WD,Normal,4008,47.7376683,12.55988013,2,60.20943283,0,0,1,1,0,12.18587504
